AVERAGE_SCORE,REQUIRE_ENGLISH_COURSE,REQUIRE_MINIMUM_ENGLISH_MAJOR_COURSE,TOEIC,TOTAL_CREDIT,ACADEMIC_YEAR_ID,NUMBER,CONDITION
2,4,2,700,130,2,1,K_OF
