NAME,CREDIT,ACADEMIC_TERM_ID
인공지능시대와포스트휴먼교육론,3,23
인공지능트렌드와비즈니스혁신,3,23
인공지능프로그래밍기초와실습,3,23
인공지능하드웨어설계,3,23
인구와 현대사회,3,23
인도문화탐방,3,23
인도불교이야기,1,23
인도의신화와문학,3,23
인도의철학과문화,3,23
인도인식논리학,3,23
인류의지적여정과위대한발명,2,23
인문지리학,3,23
인물화의표현2,2,23
인사관리,3,23
인사행정론,3,23
인적자원개발론,3,23
인적자원관리론,3,23
인체해부생리학,3,23
인터넷법,3,23
인터넷정책과법,3,23
인터넷프로그래밍,3,23
일반물리학및실험2,4,23
일반사회교재연구및지도법,3,23
일반생물학및실험2,3,23
일반의약품학,2,23
일반통계학및실습2,3,23
일반화학및실험2,4,23
"일본,문학,그리고불교",3,23
일본근현대기업사,3,23
일본근현대문학의이해,3,23
일본근현대정치·외교사,3,23
일본서브컬처의이해,3,23
일본어(중급),3,23
일본어(초급),3,23
일본어사,3,23
일본역사의이해,3,23
일본지역문제의이해,3,23
일본학개론,3,23
일본한자음쉽게이해하기,1,23
일상생활의정치사회학,3,23
임베디드시스템,3,23
임베디드신호처리시스템,3,23
입자물리학,3,23
입체공연음향제작실습2,3,23
자기주도학습으로가는유학생학습전략,2,23
자녀와 소통하는 훈련중심 예비부모교육,3,23
자료구조,3,23
자본시장법,3,23
자아와명상1,1,23
자아와명상2,1,23
자연과기술명작세미나,3,23
자원과이데올로기로본전쟁이야기,2,23
자율사물입문,2,23
작가포트폴리오실습,2,23
"작곡실습,소리를통한가능성",2,23
작곡지휘실기6,1,23
장단실기2,1,23
장르소설연습,3,23
재료결정학개론,3,23
재료기법2,2,23
재료역학,3,23
재료열역학2,3,23
재료전기화학,3,23
재무관리,3,23
재무회계,3,23
재생의학1,3,23
재정학,3,23
저널리즘론,3,23
저작권법,3,23
전공실기2,2,23
전공실기4,2,23
전공실기6,2,23
전공중국어2,3,23
전기기계2,3,23
전기응용,3,23
전기화학공학,3,23
전기화학응용및실험,3,23
전력공학2,3,23
전력전자공학,3,23
전산응용수학및실습,3,23
전자기학2,3,23
전자기학개론,3,23
전자상거래와소매유통,3,23
전자책제작편집연습(캡스톤디자인) ,3,23
전자회로2,3,23
전자회로설계및실습,3,23
전자회로실험,1,23
전자회로이론,3,23
전통등문화의이해(연등회등문화전승전통등만들기),2,23
전통재료기법,2,23
정보보안및개인정보보호,3,23
정보보호개론,3,23
정보시스템분석설계,3,23
정보통신프로그래밍,3,23
정부규제론,3,23
정부회계,3,23
정책사례연구(캡스톤디자인),3,23
정책평가론,3,23
정책형성론과 AI(어드벤처디자인),3,23
정치자료를통한네트워크분석,3,23
정치학개론,3,23
정치학세미나(어드벤처디자인),3,23
제론테크스타트업,3,23
제약심화실무실습,12,23
제어공학개론,3,23
제어이론,3,23
제제공학,2,23
제품개발,3,23
조리과학,3,23
조제학,3,23
조직공학및재생의학실험실습(캡스톤디자인),3,23
조직리더십사례연구,2,23
조직커뮤니케이션,3,23
조직행위,3,23
존재와역사명작세미나,3,23
졸업논문캡스톤프로젝트2 (캡스톤 디자인),3,23
졸업작품창작2,2,23
종교교재연구및지도법,3,23
종양생물학,3,23
종합설계1,3,23
종합설계2,3,23
주니어세미나(데이터 기반 고객경험(CX) 종합설계),1,23
주니어세미나(디지털 인문학과 불교학의 미래),1,23
주니어세미나(법학진로와 현장체험),1,23
주니어세미나(스토리콘텐츠 세미나),1,23
주니어세미나(일본 영화의 이해),1,23
주니어세미나(재무금융 데이터분석),1,23
주니어세미나(한류와 한일 문화콘텐츠),1,23
주니어세미나(환경분야 국제기구 진출),1,23
중국근세문학사,3,23
중국문자의이해,1,23
중국선사상,3,23
중국시의이해,3,23
중국어(중급),3,23
중국어(초급),3,23
중국어교재연구및지도법,3,23
중국어문장구조의이해,3,23
중국어회화,3,23
중국인의사상과지혜,3,23
중급회계1,3,23
중급회계2,3,23
중독의시대:독(毒)이야기,2,23
중세국어문법의이해,3,23
지구환경과학,3,23
지능IoT시스템,3,23
지능형반도체소자,3,23
지도 위의 문학,3,23
지리교과논리및논술세미나,3,23
지리교재연구및지도법,3,23
지방자치와도시행정(캡스톤디자인),3,23
지배와폭력의역사,3,23
지산학캡스톤디자인2,3,23
지상의모든심리,3,23
지속가능한 도시건축과 대중교통시스템,3,23
지속가능한미래와ESG,2,23
지역과영상교육,3,23
지역사회경찰활동,3,23
지역사회복지론,3,23
지역사회정책과공동체,3,23
지역약국심화실무실습,12,23
지혜와자비명작세미나,3,23
직무이해와기업분석,2,23
진동학,3,23
집단상담,3,23
집합과수의세계로의초대,1,23
집합론,3,23
차세대이차전지소재,3,23
창극실습2,1,23
창업시뮬레이션실전창업실습,3,23
창업실무,3,23
창의적기획과문제해결,2,23
창의적정보시각화,3,23
창작작품실습2,1,23
창작표현활동지도법,2,23
채권론,3,23
철골구조,3,23
철학교재연구및지도법,3,23
첨단기술활용공연제작실습2,3,23
첨단영상연기2,3,23
청소년복지론,3,23
체육과연구법,3,23
체육교재연구및지도법,3,23
체육논리및논술,3,23
체육측정평가,3,23
체조지도법,2,23
체포술,2,23
촉매반응공학,3,23
촬영심화,3,23
최신반도체세미나,2,23
최신식품분석화학,3,23
취업실전전략,2,23
측량학및실습,3,23
치유로서의미술,2,23
침입탐지와차단시스템,3,23
캡스톤디자인,3,23
캡스톤디자인2,3,23
커리어 디자인,1,23
커리어멘토링,3,23
커뮤니케이션론,3,23
커뮤니케이션스킬,2,23
컬러매니지먼트와디자인,3,23
컴파일러,3,23
컴퓨터구성,3,23
컴퓨터구조,3,23
컴퓨터그래픽2D3D2,2,23
컴퓨터네트워크,3,23
컴퓨터비전입문,3,23
컴퓨터시스템,3,23
컴퓨터알고리즘설계,3,23
컴퓨터알고리즘의이해,1,23
컴퓨터응용구조해석,3,23
컴퓨터응용제어,3,23
컴퓨팅사고,2,23
코우치론,3,23
코칭리더십,2,23
콘텐츠 기획을 위한 스토리텔링,3,23
쿠킹사이언스캡스톤디자인,3,23
크리에이티브논픽션(캡스톤디자인),3,23
클립중국어,3,23
키워드로읽는한류와K-콘텐츠,3,23
타이완의 역사와 문화,3,23
탐색적자료분석,3,23
태권도,1,23
태양계와외계행성,3,23
태평양현대사,3,23
테러리즘,3,23
테마로읽는몸과세계,3,23
템플스테이:산사에서의행복한하루,1,23
토질역학2,3,23
통계계산및그래픽실습,3,23
통계모델링및컨설팅2,3,23
통계적품질관리,3,23
통신시스템소프트웨어,3,23
통역기초,3,23
통일학입문,3,23
통일환경과통일정책,3,23
통합사회교재연구및지도법,3,23
트랙별종합설계프로젝트,3,23
특수교육론,3,23
특수교육학개론,2,23
특수사회학2,3,23
특화설계,3,23
파생상품거래,3,23
파이썬프로그래밍,3,23
판화2,2,23
페미니즘과영문학,3,23
편미분방정식,3,23
편집,3,23
편집심화,3,23
평생교육경영론,3,23
평생교육방법론,3,23
평생교육실습,3,23
포스트모더니즘과디지털인문학,3,23
포스트휴머니즘과 기술철학,3,23
포스트휴먼시대의인간과기계,2,23
폭력범죄론,3,23
표본조사방법론및실습,3,23
푸드테크창업과베이커리,3,23
프로그래밍 이해와 실습(인문사회예체능계열),3,23
프로그래밍 이해와 실습(자연공학계열),3,23
프로그래밍기초와실습,3,23
프로그래밍및실습1,3,23
프로그래밍언어,3,23
프로그래밍언어론,3,23
프로그래밍입문,2,23
프로그램개발과평가,3,23
프로덕션디자인,3,23
프로덕션제작실습2,0,23
프로덕션제작실습4,0,23
프로젝트관리,3,23
프로젝트기반광고연습,3,23
프로파일링,3,23
피클볼,1,23
피해자학,3,23
학교폭력예방및학생의이해,2,23
학교현장실습3(종합실습),2,23
학술답사 2,0,23
학술답사 4,0,23
학술답사 6,0,23
한.일비교문학,3,23
한국경찰사,3,23
한국교육사,3,23
한국근대사,3,23
한국대중문화이해,3,23
한국명작의이해,3,23
한국문학과세계문학,3,23
한국문화낯설게보기,3,23
한국문화사,3,23
한국미술사,2,23
한국불교사상과한국종교,3,23
한국사교육세미나2,3,23
한국사상사,3,23
한국사찰의역사와문화,3,23
한국사회경제사,3,23
한국사회론,3,23
한국사회의이슈,3,23
한국선사상과조계종사,3,23
한국어어문규범,3,23
한국어와한국문화기초,3,23
한국언어규범론,3,23
한국음악개론2,3,23
한국의경제와경영,2,23
한국의미술작가론,3,23
한국의법과정치,2,23
한국의역사서와역사교육,3,23
한국의역사와전통,3,23
한국정치사,3,23
한국조각사,3,23
한국철학사,3,23
한국현대문화론,3,23
한국현대사,3,23
한국화재료기법2,2,23
한국화조형실험,2,23
한국화현장실기2(캡스톤디자인),2,23
한류콘텐츠와글로벌감수성,2,23
한반도통일론세미나(캡스톤디자인),3,23
한약제제학,2,23
한일경제사회의이해,3,23
"한일관계의과거,현재그리고미래",3,23
한일불교와 문화콘텐츠산업,3,23
한일언어커뮤니케이션,3,23
한중텍스트소통,3,23
한중통상문화,3,23
해석학2,3,23
행복인터뷰와자기서사의테크네,3,23
행정계량분석(캡스톤디자인),3,23
행정과PSAT,3,23
행정법각론,3,23
행정법총론,3,23
행정학개론,3,23
헌법소송법,3,23
헬스케어공학,3,23
현대대수학2,3,23
현대대수학Ⅱ,3,23
현대무용2,2,23
현대무용4,2,23
현대물리학2,3,23
현대미술론,2,23
현대세계와한국,3,23
현대소설교육론,3,23
현대식물학,3,23
현대영국소설,3,23
현대영어독해,3,23
현대영화감상,1,23
현대작가세미나(캡스톤디자인),2,23
현대정치철학,3,23
현대조형2,2,23
현대중국어와 AI,3,23
현대중국어의이해,3,23
현대페미니즘의이해,3,23
현대한국영화의이해,3,23
현대한국화의기초2,2,23
현대회화2(캡스톤디자인),2,23
현상학과 해석학,3,23
현장실습(Co-op)3,9,23
현장실습(Co-op)4,12,23
현장역사교육의문제해결연습,3,23
현장연계기반의지리교육실천,3,23
협동조합론,3,23
형법,3,23
형법총론,3,23
형사사법연구설계법,3,23
형사사법학입문,3,23
형사소송법,3,23
형사소송법판례연습,3,23
형사절차와 인권,3,23
형상표현2,2,23
형이상학,3,23
호신술,1,23
혼합조각연구2(캡스톤디자인),2,23
홍보전략론,3,23
홍보학개론,3,23
화공생물공학기기분석,3,23
화공생물공학기초실험,3,23
화공생물공학실험,3,23
화공생물공학종합설계,3,23
화공세미나,2,23
화엄학,3,23
화폐금융론,3,23
화학개론,3,23
화학교재연구및지도법,3,23
화학생물학,3,23
화학생물학실험,3,23
확률과정론,3,23
확률및랜덤프로세스,3,23
확률및통계,3,23
확률및통계학,3,23
환경계획학캡스톤디자인,3,23
환경공간정보분석,3,23
환경공학개론,3,23
환경미생물학,3,23
환경법,3,23
환경법과환경정책,3,23
환경생명공학및실험,3,23
환경생물공정학,3,23
환경조림학캡스톤디자인,3,23
회계데이터애널리틱스,3,23
회계와경제1,3,23
회계와경제2,3,23
회계원리,3,23
회계이론,3,23
회로이론2,3,23
회사법,3,23
회화2,2,23
회화4(캡스톤디자인),2,23
회화6(캡스톤디자인),2,23
히말라야불교산책,3,23
